"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD"
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-03-13",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-03-14",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-03-15",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-03-16",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-03-17",,,"0.29",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-03-18",,,"0.14",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-03-19",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-03-20",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-03-21",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-03-22",,,"0.23",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-03-23",,,"0.00",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-03-24",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-03-25",,,"1.97",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-03-26",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-03-27",,,"0.01","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-03-28",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-03-29",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-03-30",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-03-31",,,"0.19",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-01",,,"1.67",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-02",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-03",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-04",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-05",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-06",,,"0.40",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-07",,,"0.25",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-08",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-09",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-10",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-11",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-12",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-13",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-14",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-15",,,"0.04",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-16",,,"0.01",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-17",,,"0.09",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-18",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-19",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-20",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-21",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-22",,,"0.59",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-23",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-24",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-25",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-26",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-27",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-28",,,"0.61",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-29",,,"0.00",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-04-30",,,"0.10",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-01",,,"0.02",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-02",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-03",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-04",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-05",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-06",,,"0.00",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-07",,,"0.00",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-08",,,"2.27",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-09",,,"0.36",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-10",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-11",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-12",,,"0.08",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-13",,,"0.30",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-14",,,"0.12",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-15",,,"0.01",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-16",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-17",,,"0.26",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-18",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-19",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-20",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-21",,,"0.62",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-22",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-23",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-24",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-25",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-26",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-27",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-28",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-29",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-30",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-05-31",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-06-11","   11","0.15",,,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-06-12",,,"0.68",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-06-13",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-06-14",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-06-15",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-06-16",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-06-17",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-06-18",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-06-19",,,"0.13",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-06-20",,,"0.29",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-06-21",,,"0.11",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-06-22",,,"0.17",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-06-23",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-06-24",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-06-25",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-06-26",,,"0.18",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-06-27",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-06-28",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-06-29",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-06-30",,,"1.15",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-07-01",,,"0.03",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-07-02",,,"0.12",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-07-03",,,"1.66",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-07-04",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-07-05",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-07-06",,,"0.03",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-07-07",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-07-08",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-07-09",,,"0.86",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-07-10",,,"0.10",,
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-07-11",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-07-12",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-07-13",,,"0.00","0.0",
"US1KYWR0034","BOWLING GREEN 0.7 WSW, KY US","36.969388","-86.452599","153.0","2023-07-14",,,"0.00","0.0",
